product_name,packaging,main_category,nutrition_grade_fr,nutrition_score,fat_g,carbohydrates_g,proteins_g,additives_n,ingredients_from_palm_oil_n,fp_lat,fp_lon,contains_additives
Bifidus Nature (12 x) ,"frais,pot,plastique,opercule,etui,carton",fresh-foods,a,-1,3.2,4.4,3.4,0,0,48.1,-0.8,0
Bifidus saveur Vanille (12 x),"frais,pot,plastique,opercule,etui,carton",fresh-foods,b,2,2.9,12.2,3.3,0,0,48.1,-0.8,0
Cocktail de fruits au sirop léger,"carton,plastique,pot",plant-based-foods-and-beverages,a,-4,0.1,14.3,0.3,2,0,47.63,-2.67,1
Jambon supérieur (-25 % de sel),"frais,plastique,sous atmosphère protectrice,barquette",meats,c,3,3.3,0.9,21.0,3,0,48.5,-4.03,1
Mediterranean mix with black olive rings,"plastic bag,07,green dot,protective atmosphere,suffocation danger",plant-based-foods-and-beverages,e,22,50.5,16.8,20.9,1,0,47.63,-2.67,1
Sablés aux pommes à la crème d'Isigny AOP,"4 sachets plastique individuels,étui carton",sugary-snacks,e,24,23.0,65.0,5.0,0,0,47.63,-2.67,0
Salsa boloñesa vegetariana,bote de vidrio,groceries,c,6,1.0,6.3,3.8,2,0,47.63,-2.67,1
cônes pistache et chocolat,"surgelé,boite,carton",desserts,d,18,12.8,37.7,4.0,4,0,47.63,-2.67,1
Céréales fourrées au lait,"carton,sachet,plastique",plant-based-foods-and-beverages,d,17,14.5,73.6,6.2,1,1,47.63,-2.67,1
Crevettes 60/80,"barquette,plastique",seafood,c,5,0.5,0.0,22.0,2,0,47.63,-2.67,1
Button Mushrooms in water,steel can,plant-based-foods-and-beverages,a,-9,0.4,0.2,2.1,2,0,47.63,-2.67,1
Guimauves de Pâques,"plastique,boîte",sugary-snacks,e,19,9.3,67.5,3.4,2,0,47.63,-2.67,1
Olive oil extra vierge,"sachet,plastique",fats,d,11,100.0,0.0,0.0,0,0,47.63,-2.67,0
Raisins Secs,"sachet,plastique,07",plant-based-foods-and-beverages,c,8,1.6,72.0,2.7,0,0,47.63,-2.67,0
Maccheroni al ferretto,plastique,plant-based-foods-and-beverages,a,-1,1.6,73.0,11.0,0,0,47.63,-2.67,0
Foglie d'ulivo agli spinaci,"05 pp,plastique,♷",plant-based-foods-and-beverages,a,-4,1.6,73.0,11.0,0,0,47.63,-2.67,0
smoked cured reindeer steak,"card,plastic film",dried-meat,d,12,2.4,1.8,29.4,3,0,47.63,-2.67,1
Chips Nature Ondulées - Crusti Croc - 30G,"sachet,plastique",salty-snacks,d,13,34.0,46.8,5.9,0,0,47.63,-2.67,0
Les Milbo'z à Boire à la Vanille,"frais,bouteille,plastique",dairies,b,1,1.3,13.0,3.1,0,0,48.35,-2.92,0
Filets de Maquereaux (À l'Escabèche),"boîte,conserve,métal,couvercle ouverture facile",canned-foods,c,4,18.6,1.9,11.0,2,0,48.0,-4.1,1
Filets de Maquereaux (À la Tomate et au Basilic),"boîte,conserve,alu recyclable,couvercle ouverture facile",canned-foods,c,5,13.4,3.1,11.3,3,0,48.0,-4.1,1
10 Pains au Lait,"sachet,plastique",sugary-snacks,d,11,10.5,52.8,8.0,6,0,47.63,-2.67,1
Brioche tressée,"sachet,plastique",sugary-snacks,d,16,14.2,51.3,7.9,1,0,47.63,-2.67,1
Jambon cuisiné à l'Os avec couenne,"barquette,plastique",meats,d,12,9.0,0.6,19.0,2,0,49.02,2.47,1
Lardons nature,"barquette,plastique",meats,e,20,20.2,0.7,17.2,2,0,47.63,-2.67,1
Coppa,"conditionné sous atmosphère protectrice,frais,plastique",meats,d,18,15.0,1.0,28.5,6,0,45.58,5.6,1
Saucisson sec aux noix,"barquette,film,plastique",meats,e,24,30.2,1.7,27.3,1,0,45.78,4.33,1
Saucisson sec aux noisettes,plastique,meats,e,21,24.2,1.5,23.1,1,0,47.63,-2.67,1
Bolognese Chips ,"sachet,plastique,atmosphère protectrice",salty-snacks,c,7,33.1,53.0,6.3,6,0,47.63,-2.67,1
Carpaccio de boeuf,"sachet,plastique",carpaccio,c,3,16.0,0.0,19.0,1,0,47.63,-2.67,1
carpaccio,"sachet,plastique",carpaccio,c,3,16.0,0.0,20.0,1,0,47.63,-2.67,1
Fines tranches à l'italienne,"barquette,plastique",meats,c,5,3.2,0.5,20.7,2,0,48.5,-4.03,1
Taboulé au Poulet à la ciboulette,"frais,barquette,plastique,frais",fresh-foods,c,3,5.7,21.0,5.4,1,0,45.63,5.12,1
Filets de limande du Nord meunière,"polystyrène,plastique,sous-vide,barquette",fresh-foods,b,1,8.2,13.1,11.8,7,0,47.77,-3.23,1
Tagliatelles aux œufs frais,"frais,barquette,plastique 07,opercule,film plastique,sous atmosphère protectrice",plant-based-foods-and-beverages,a,-2,2.1,53.0,11.0,0,0,47.63,-2.67,0
2 pavés de kangourou marinés au vin rouge et épices Deluxe,"carton,plastique",meals,a,-6,0.8,1.2,21.4,1,0,48.33,7.43,1
Lupins,"bocal,verre",plant-based-foods-and-beverages,c,7,5.6,1.5,17.0,1,0,47.63,-2.67,1
Fiambre da perna extra fatiado,"cuvete,plástico",meats,d,11,2.2,1.7,16.0,4,0,47.63,-2.67,1
Cuscinelli Croccanti Sardi,sachet plastique,salty-snacks,d,18,9.9,70.2,11.0,0,1,47.63,-2.67,0
Korma,verre,groceries,d,11,7.6,12.5,1.5,0,0,47.63,-2.67,0
Salsa de curry Madrás,"tarro, vidrio, plástico",groceries,c,6,9.0,8.8,1.6,2,0,47.63,-2.67,1
British chicken drumsticks & thighs,plastic,chicken-meat,c,4,18.0,0.0,18.0,0,0,47.63,-2.67,0
British pork shoulder steaks,plastic,meats,d,11,9.4,0.0,21.0,0,0,47.63,-2.67,0
wheat crackers,"carton,plastic film",salty-snacks,c,10,18.0,62.0,9.2,3,0,47.63,-2.67,1
rosemary crackers,"carton,plastic fim",salty-snacks,c,10,2.1,66.0,5.6,2,0,47.63,-2.67,1
2 smoked haddock fillets,plastic tray,fresh-foods,c,3,0.4,1.0,23.0,2,0,47.63,-2.67,1
2 juicy cod fillets,"plastic tray,plastic film",fresh-foods,a,-3,0.4,0.7,22.0,0,0,47.63,-2.67,0
Luxury cherry & pecan topped christmas pudding,"card,plastic film,plastic",sugary-snacks,d,12,7.3,59.0,2.7,4,0,47.63,-2.67,1
Cruspies Hamburger Flavor,"sachet,plastique",plant-based-foods-and-beverages,e,24,32.0,40.4,14.1,0,1,47.63,-2.67,0
Peanut Butter,"sachet,plastique",plant-based-foods-and-beverages,d,17,55.9,7.4,24.3,0,0,47.63,-2.67,0
Sauté de Veau,"frais,plastique",meats,a,-4,1.5,0.0,20.0,0,0,47.63,-2.67,0
Sahne Kefir mild auf Heidelbeere,plastic,beverages,e,25,7.5,16.4,2.4,1,0,47.63,-2.67,1
Cruspies extra crunchy peanuts hamburger flavour,"sachet,plastique",plant-based-foods-and-beverages,e,24,32.0,40.4,14.1,0,1,47.63,-2.67,0
Mie-Nudeln,"sachet,plastique",plant-based-foods-and-beverages,c,3,1.5,72.0,10.5,0,0,47.63,-2.67,0
Zumo de naranja exprimido refrigerado &quot;Vitafit&quot;,"botella de plástico, refrigerado, pasteurizado",fruit-juices,c,2,0.0,9.4,0.7,0,0,47.63,-2.67,0
Zumo de piña exprimido refrigerado &quot;Vitafit&quot;,"botella de plástico,refrigerado,pasteurizado",fruit-juices,c,4,0.0,10.4,0.3,2,0,47.63,-2.67,1
Zumo de mandarina exprimida refrigerado &quot;Vitafit&quot;,"botella de plástico,refrigerado,pasteurizado",fruit-juices,c,2,0.1,8.7,0.6,0,0,47.63,-2.67,0
Arándanos rojos deshidratados,bolsa de plástico,plant-based-foods-and-beverages,c,4,0.5,84.0,0.0,0,0,47.63,-2.67,0
Tomate seco,bolsa de plástico,plant-based-foods-and-beverages,a,-1,1.0,20.0,8.0,0,0,47.63,-2.67,0
Appenzeller Classic,"sachet,plastique",dairies,d,14,32.0,0.0,25.0,0,0,47.63,-2.67,0
Noir Amandes,"carton,film papier,triman",sugary-snacks,e,20,37.6,43.8,8.3,1,0,47.63,-2.67,1
Blanc Coco Céréales,carton,sugary-snacks,e,26,38.2,48.8,5.8,1,0,47.63,-2.67,1
Sushi rice,"plastique,packung",plant-based-foods-and-beverages,b,0,0.4,80.4,6.7,0,0,47.63,-2.67,0
Minze-Holunderblüte,karton,beverages,c,2,0.0,0.2,0.0,0,0,47.63,-2.67,0
soft cake Kirsche,"karton,kunststoff",sugary-snacks,d,17,10.0,69.0,3.0,7,0,47.63,-2.67,1
Hereford Burgers de bœuf,"plastique,barquette,sous-vide",meats,d,13,20.1,1.3,17.5,1,0,47.63,-2.67,1
Jalapeños picantes,"bote, vidrio",pickles,c,3,0.1,0.9,0.4,2,0,47.63,-2.67,1
Zaziki Pikant,06 ps,groceries,c,7,8.5,7.0,3.4,0,0,47.63,-2.67,0
Die Feine Johannisbeeren,verpackv-97,plant-based-foods-and-beverages,d,11,0.1,47.0,0.3,2,0,47.63,-2.67,1
Maccheroni al Forno,"barquette,aluminium,plastique",meals,c,5,7.3,19.0,7.0,7,0,47.63,-2.67,1
Brique,karton,dairies,d,14,26.0,0.1,18.0,0,0,48.92,-0.48,0
Piave Vecchio DOP (36% MG),"barquette,plastique",dairies,d,18,36.0,0.0,29.0,1,0,47.63,-2.67,1
"Asiago Allevo DOP (33,9% MG)","barquette,plastique",dairies,e,19,33.9,0.0,26.9,0,0,47.63,-2.67,0
Norwegisches Lachsfilet,07 o,seafood,a,-2,14.9,0.0,19.8,0,0,47.63,-2.67,0
Tortelloni Tomate & Mozzarella,"sachet,plastique,sous-vide",plant-based-foods-and-beverages,c,4,1.7,33.0,7.0,1,0,47.63,-2.67,1
Gnocchi Classic,"plastic,bag",plant-based-foods-and-beverages,b,0,1.0,30.0,3.0,1,0,47.63,-2.67,1
Crusti Choc,plastique,sugary-snacks,e,26,26.4,61.5,6.8,1,0,47.63,-2.67,1
Pomodori secchi in olio di girasole,"bote, vidrio, pasteurizado",plant-based-foods-and-beverages,c,7,9.7,8.8,3.1,2,0,47.63,-2.67,1
Carciofi in olio di girasole,"bote de vidrio,pasteurizado,en conserva",plant-based-foods-and-beverages,c,3,10.0,2.4,1.9,2,0,47.63,-2.67,1
Dark chocolate Ginger 57% cocoa,plastikbeutel,sugary-snacks,e,21,31.2,54.6,4.4,2,0,47.63,-2.67,1
Dark chocolate Cranberry 57% cocoa,plastikbeutel,sugary-snacks,e,21,32.0,53.1,4.5,1,0,47.63,-2.67,1
nougat blanc à la pistache,sachet plastique,sugary-snacks,d,16,12.1,72.2,7.8,0,0,47.63,-2.67,0
Manzana deshidratada &quot;Alesto&quot;,"bolsa de plástico,envasado en atmósfera protectora",plant-based-foods-and-beverages,c,4,0.4,75.4,1.2,1,0,47.63,-2.67,1
Fusilli Giganti,plastique,plant-based-foods-and-beverages,a,-1,1.3,77.7,11.8,0,0,47.63,-2.67,0
Freeway Cola Light,"bouteille,plastique",beverages,c,2,0.001,0.1,0.1,1,0,47.63,-2.67,1
Der Leichte Kräuterquark,kunststoff,dairies,b,0,1.9,3.8,9.9,1,0,47.63,-2.67,1
Bûche de Chêvre,kunststoff,dairies,d,14,25.0,0.1,18.0,0,0,46.88,-0.23,0
Brique de chèvre,"karton,kunststoff",dairies,d,14,24.0,0.1,19.0,0,0,47.63,5.78,0
Pizza alla Parmigiana,"film,plastique,etui,carton,surgelé",frozen-foods,c,8,8.8,26.2,3.3,0,0,47.63,-2.67,0
Pizza Arrabbiata,"film,plastique,etui,carton,surgelé",frozen-foods,d,11,7.7,28.1,9.3,7,0,47.63,-2.67,1
Pizza Proscuitto e Mozzarella,"carton,plastique,surgelé",frozen-foods,c,3,6.3,25.5,9.8,7,0,47.63,-2.67,1
Pizza Quattro Formaggi,"carton,plastique",frozen-foods,d,12,9.0,30.3,11.6,0,0,47.63,-2.67,0
Turkish style yogurt,plastic,dairies,c,5,10.0,4.2,3.4,0,0,47.63,-2.67,0
Envitas Cacao,"carton,sachet,plastique",sugary-snacks,d,18,21.0,68.0,7.0,4,1,47.63,-2.67,1
Envitas Framboise & Cranberry,"boîte,carton,plastique",sugary-snacks,c,9,10.0,72.0,6.5,9,0,47.63,-2.67,1
Poires Williams au Sirop Léger,"conserve,métal,boîte",plant-based-foods-and-beverages,a,-2,0.0,14.1,0.4,1,0,47.63,-2.67,1
sauce fromage et champignons,plastique,groceries,d,13,10.4,4.2,5.9,4,0,47.63,-2.67,1
Espárragos blancos de Navarra,"tarro, vidrio",plant-based-foods-and-beverages,a,-2,0.1,1.8,1.8,1,0,47.63,-2.67,1
Zanahorias baby congeladas,"bolsa de plástico, ultracongelado",plant-based-foods-and-beverages,a,-5,0.2,5.6,0.7,0,0,47.63,-2.67,0
Azafrán,"caja, plástico, cartón",groceries,a,-1,6.0,65.4,11.4,0,0,47.63,-2.67,0
Mermelada de mango,bote de vidrio,plant-based-foods-and-beverages,c,5,0.1,40.3,0.6,1,0,47.63,-2.67,1
"Mermelada de kiwi, mango y maracuyá",bote de vidrio,plant-based-foods-and-beverages,c,5,0.3,38.4,0.7,1,0,47.63,-2.67,1
Patatas fritas a la pimienta sobre flor de sal,"bolsa,aluminio,envasado en atmósfera protectora",plant-based-foods-and-beverages,d,13,31.4,55.0,7.3,0,0,47.63,-2.67,0
Setas mezcla,"tarro, vidrio, en conserva",plant-based-foods-and-beverages,c,3,0.0,1.6,2.0,1,0,47.63,-2.67,1
Carne de pimiento choricero,"tarro, vidrio",groceries,a,-5,2.5,1.3,1.3,1,0,47.63,-2.67,1
Cardo en conserva,bote de vidrio,plant-based-foods-and-beverages,a,-1,0.0,1.4,0.0,1,0,47.63,-2.67,1
Hot & Spicy,"carton,tube",salty-snacks,c,10,27.0,61.3,4.0,2,0,47.63,-2.67,1
Chips Goût Bacon,carton,salty-snacks,c,9,27.0,62.0,4.0,4,0,47.63,-2.67,1
Penne Arrabbiata,"sachet polypropylene,pp 05,point vert,tidyman wastebasket",aperitif,d,18,23.0,62.0,3.3,0,0,47.63,-2.67,0
Peperino Picante,"sachet plastique,point vert,tidyman wastebasket,pp 05",salty-snacks,d,16,12.0,70.0,4.7,1,0,47.63,-2.67,1
Riz long grain,"carton,plastique",plant-based-foods-and-beverages,b,0,0.3,81.3,7.4,0,0,47.63,-2.67,0
Jus De Pomme,"verre,bouteille",beverages,e,13,0.1,9.95,0.1,0,0,47.63,-2.67,0
Brioche tressée,"sachet,plastique",sugary-snacks,d,12,10.0,52.0,8.0,3,0,47.63,-2.67,1
Conchiglie,plastic bag,plant-based-foods-and-beverages,a,-2,0.7,26.8,4.5,0,0,47.63,-2.67,0
Tortilla wraps plain XXL,"ecoponto azul,point vert,carton,plastic",plant-based-foods-and-beverages,c,4,8.0,54.2,9.3,9,0,47.63,-2.67,1
Duo twists provençal,"boîte en carton,barquette en plastique,film plastique",salty-snacks,e,24,21.0,59.0,12.0,0,0,47.63,-2.67,0
Obazda,"kunststoff,05 pp,♷",dairies,d,16,30.0,3.0,13.0,0,0,47.63,-2.67,0
Cœur en Sucre,"verre,flacon",decorations,d,18,6.4,91.9,0.6,0,1,47.63,-2.67,0
Zachte zoete drop,plastic zak,drop,d,14,0.2,82.6,0.0,2,0,47.63,-2.67,1
Engelse drop,plastic zak,drop,d,18,4.3,80.0,2.2,4,0,47.63,-2.67,1
IJs Cubics Vanille-Pistache,surgelé,desserts,d,14,12.2,27.8,4.2,8,0,47.63,-2.67,1
Spicy chicken,"sachet,plastique",sandwiches,c,4,5.1,31.0,9.1,6,0,47.63,-2.67,1
Bifidus Ananas (4 x) ,"frais,pot,plastique 06 (ps),opercule",fresh-foods,c,3,2.6,14.5,3.1,6,0,48.1,-0.8,1
Salami Milano,"barquette,plastique,frais",meats,e,24,29.0,0.2,25.0,3,0,47.63,-2.67,1
Mexican Style Snack Box,"carton,surgelé",frozen-foods,c,8,10.7,28.4,4.6,6,0,47.63,-2.67,1
Ananas Scheiben,"conserve,dose,conserve",plant-based-foods-and-beverages,a,-2,0.1,16.1,0.3,1,0,47.63,-2.67,1
Ananas en tranches au sirop léger,conserve,plant-based-foods-and-beverages,b,2,0.1,16.1,0.3,1,0,47.63,-2.67,1
Gaufres De Liège,"film,plastique",waffles,e,22,25.1,52.3,6.2,6,1,47.63,-2.67,1
Bio Knuspermüsli Amaranth Schoko,21 pap,plant-based-foods-and-beverages,d,11,15.8,57.5,10.0,0,0,47.63,-2.67,0
Huile d'olive,"sachet,plastique",fats,d,11,92.0,0.0,0.0,0,0,47.63,-2.67,0
Schmelzkäsezubereitung über Buchenholz geräuchert Natur,"07,kunststoff",dairies,d,18,24.8,1.9,21.0,0,0,47.63,-2.67,0
Mie Noodles Cantonese Style,carton,dried-products,c,5,0.5,26.8,2.9,2,0,47.63,-2.67,1
Mie noodles with a sweet & sour sauce,"carton,boite,plastique",dried-products,c,4,0.4,26.5,2.7,2,0,47.63,-2.67,1
Mélange de Fruits Secs,"plastique,sachet",plant-based-foods-and-beverages,a,-3,56.0,15.0,19.0,0,0,47.63,-2.67,0
Mélange de fruits et de noix,"plastique,sous atmosphère protectrice,en:green dot",plant-based-foods-and-beverages,d,11,24.0,50.0,10.0,0,0,47.63,-2.67,0
Mandeln blanchiert & gehackt,"05 pp,♷",plant-based-foods-and-beverages,c,7,53.0,5.7,24.0,0,0,47.63,-2.67,0
Le Moelleux lait & cacao,"plastique,sachet",sugary-snacks,e,23,27.8,44.2,4.9,1,0,47.63,-2.67,1
Le Moelleux lait & cacao,"sachet,plastique",sugary-snacks,e,23,27.8,44.2,4.9,5,1,47.63,-2.67,1
2 British beef ribeye steak,plastic,meats,b,2,12.7,0.0,21.6,0,0,47.63,-2.67,0
Saumon Rose Sauvage,"conserve,métal",canned-foods,b,0,5.4,0.0,20.0,0,0,47.63,-2.67,0
Papadams,"caja de cartón,envoltorio de plástico",plant-based-foods-and-beverages,d,13,0.3,45.7,21.9,1,0,47.63,-2.67,1
Honey peanut crunch,"carton,plastic bag",plant-based-foods-and-beverages,c,8,13.7,68.5,8.7,3,0,47.63,-2.67,1
Marinade Tikka,bocal,marinade,d,12,4.4,10.3,3.7,4,0,47.63,-2.67,1
Milkshake,"frais,gobelet,carton,plastique",beverages,e,20,5.5,12.0,3.5,2,0,47.63,-2.67,1
Cola,"canettes,aluminium",beverages,e,13,0.1,10.3,0.1,3,0,47.63,-2.67,1
Cola,"canette,aluminium",beverages,e,13,0.1,10.3,0.1,3,0,47.63,-2.67,1
Freeway lemon,canette,beverages,e,13,0.1,9.1,0.1,4,0,47.63,-2.67,1
"12 pétoncles au beurre frais, à l'ail et au persil","carton,surgelé",seafood,e,19,34.1,2.3,8.7,0,0,48.58,7.75,0
Marmelade orange amère,"sachet,plastique",plant-based-foods-and-beverages,d,13,0.1,59.8,0.3,1,0,47.63,-2.67,1
Delizioza Mozzarella - Format XXL,"carton,film plastique,individuel,surgelé",frozen-foods,d,11,9.6,25.6,11.1,3,1,47.63,-2.67,1
Cuite sur pierre Thon,"carton,surgelé,caixa,cartão,invólucro,plástico",frozen-foods,d,11,9.8,23.8,10.0,1,0,47.63,-2.67,1
Deliziosa Quattro Formaggi,"karton,kunststoff,04,21",frozen-foods,d,15,10.1,25.7,11.3,1,0,47.63,-2.67,1
Pizza Cuite sur Pierre Spéciale,"surgelé,carton,boîte",frozen-foods,d,11,8.7,25.5,10.9,4,0,47.63,-2.67,1
Mezcla de vegetales &quot;VitAsia&quot; Wok China vegetables,lata,plant-based-foods-and-beverages,b,0,0.1,1.4,1.0,2,0,47.63,-2.67,1
Trüffelöl zum Dippen,"flasche,glas",plant-based-foods-and-beverages,d,11,91.0,0.0,0.0,0,0,47.63,-2.67,0
Carottes extra fines,"bocal,verre",plant-based-foods-and-beverages,a,-4,0.1,4.0,0.6,0,0,47.63,-2.67,0
Olive oil,plastic bottle,plant-based-foods-and-beverages,d,11,91.0,0.0,0.0,0,0,47.63,-2.67,0
Smoothie pomme et framboise,bouteille plastique,fruit-juices,d,6,0.2,11.3,0.6,0,0,47.63,-2.67,0
Smoothie cerise et banane,"bouteille plastique,bouteille plastique",fruit-juices,e,10,0.1,16.0,0.7,0,0,47.63,-2.67,0
"Smoothie Mangue, Ananas, Orange,",bouteille plastique,fruit-juices,b,1,0.2,11.7,10.5,0,0,47.63,-2.67,0
Cashewkerne pikant gewürzt,40 fe,plant-based-foods-and-beverages,e,22,44.5,28.5,18.4,2,0,47.63,-2.67,1
Snack 4 Friends,plastique,salty-snacks,c,10,21.3,61.0,8.7,2,0,47.63,-2.67,1
Filets de pangas,"sachet,plastique,surgelé",seafood,a,-5,1.0,0.1,16.3,0,0,47.63,-2.67,0
Chocolate negro con jengibre y limón 60% cacao,"cartón,bolsita de plástico",sugary-snacks,e,26,34.9,48.4,5.0,1,0,47.63,-2.67,1
Süßrahmbutter,"82,papier,aluminium",spreads,e,19,82.0,0.8,0.6,0,0,47.63,-2.67,0
Tónica sabor a regaliz,"soporte de cartón,botella de vidrio",beverages,e,12,0.0,9.0,0.0,2,0,47.63,-2.67,1
Batido al cacao Milbona,"sachet,plastique",dairies,b,0,1.5,8.0,2.2,0,0,47.63,-2.67,0
Pizza Diavola,"etui,carton,surgelé",frozen-foods,c,4,7.0,27.1,9.4,6,0,47.63,-2.67,1
Marrons glacés,"carton,boîte plastique,film plastique",plant-based-foods-and-beverages,d,14,0.9,75.0,1.1,3,0,47.63,-2.67,1
Grana Padano gerieben,kunststoff,dairies,d,15,29.0,0.0,33.0,1,0,47.63,-2.67,1
Cool Snack,"karton,aluminium",sugary-snacks,e,23,27.8,44.2,6.0,5,0,47.63,-2.67,1
American Style Snack Box,"carton,surgelé",frozen-foods,d,14,14.0,28.6,8.2,9,0,47.63,-2.67,1
Piments rouges fourrés avec une préparation au fromage frais,"bocal,verre",groceries,d,16,10.1,4.5,4.6,5,0,47.63,-2.67,1
Sushi Box Naniwa,"barquette,plastique",meals,d,12,2.0,25.0,4.6,8,0,47.42,1.43,1
Sushi Box Ikuno,"barquette,plastique",meals,d,12,3.4,25.6,4.5,8,0,47.42,1.43,1
Les Entremets Chocolat Noir Surgelés avec glaçage fondant,"moule,film,plastique,etui,carton,surgelé",frozen-foods,d,11,9.0,24.0,5.6,5,0,43.68,0.82,1
Gambas ,"frais,plastique",seafood,c,3,0.8,0.0,22.0,2,0,47.63,-2.67,1
Guacamole,plastique,groceries,b,2,13.1,1.07,1.9,4,0,47.63,-2.67,1
Nouilles Chinoises au Poulet & Légumes Croquants,"frais,box,pot,plastique,opercule,film plastique,etui,carton,fourchette,sous atmosphère protectrice",fresh-foods,b,0,5.0,13.8,6.6,1,0,47.9,-2.12,1
Pâte à pizza à la levure boulangère,plastique,pie-dough,d,12,6.0,46.0,9.0,5,0,47.63,-2.67,1
2 Escalopes de Dinde Extra-Fines,"frais,plastique",meats,a,-4,0.5,0.0,26.0,0,0,47.88,0.82,0
Taboulé au Poulet à la ciboulette ,"frais,barquette film et sachet plastique à jeter,etui carton à recycler,fourchette,sous atmosphère protectrice",fresh-foods,c,3,5.7,21.1,5.6,1,0,45.63,5.12,1
Taboulé oriental à la menthe,"frais,barquette,plastique,sous atmosphère protectrice,fourchette",fresh-foods,c,4,7.1,24.3,4.7,1,0,47.63,-2.67,1
Coleslaw,"frais,barquette film et sachet plastique à jeter,etui carton à recycler,fourchette,sous atmosphère protectrice",fresh-foods,c,4,6.2,7.4,1.0,3,0,47.63,-2.67,1
Fondant au chocolat & noisette chef to go select ,"barquette,plastique",sugary-snacks,d,15,23.2,41.5,5.6,3,0,47.63,-2.67,1
Poêlée à la Bretonne,"plastique,surgelé",plant-based-foods-and-beverages,a,-2,3.1,5.5,2.3,3,0,47.63,-2.67,1
Wrap poulet rôti sauce Caesar,"frais,carton,plastique",sandwiches,c,3,7.4,24.7,10.0,12,0,47.63,-2.67,1
wraps jambon fromage de brebis Sauce au yaourt,"carton 8g,film plastique 3g",sandwiches,d,12,10.6,26.2,9.8,10,0,47.63,-2.67,1
Crudités Jambon Emmental & Oeufs,"carton,frais,sous atmosphère protectrice",meals,c,3,9.5,13.4,7.8,3,0,47.63,-2.67,1
Crudités Jambon fumé Mozzarella Conchiglie & Mini-Torsades,"carton,plastique",fresh-foods,c,3,8.5,16.1,5.9,4,0,47.63,-2.67,1
Salade Poulet Parmesan & Œuf,"frais,carton,plastique",fresh-foods,b,0,7.4,10.5,6.9,3,0,47.63,-2.67,1
Paupiettes saumon-st jacques-poireau,frais sous blister plastique,paupiettes-saumon-st-jacques-poireau,a,-1,10.9,4.9,11.6,8,0,46.85,-1.88,1
Aligot de l'Aveyron,"barquette,plastique",meals,c,4,9.0,9.2,8.0,4,1,47.63,-2.67,1
Maxi Cheese Burger Micro-ondable,carton,sandwiches,d,12,11.5,24.3,13.2,13,0,47.63,-2.67,1
"Albaricoques deshidratados, sin hueso",doypack,plant-based-foods-and-beverages,b,2,0.3,55.8,2.1,2,0,47.63,-2.67,1
Dattes moelleuses,plastique,plant-based-foods-and-beverages,b,1,0.2,68.0,3.3,1,0,47.63,-2.67,1
Emmental français râpé,"sachet,plastique,frais",dairies,d,12,29.0,0.5,27.0,0,0,48.2,-2.05,0
Couscous à la Marocaine express,"carton 17g,barquette plastique 17g,film plastique 17g",meals,b,1,7.4,15.0,7.2,8,0,46.97,-0.22,1
Paëlla Valenciana,"carton,barquette,plastique,frais",fresh-foods,b,2,5.9,12.4,8.5,8,0,46.97,-0.22,1
Parmentier de Poisson express,"carton,barquette,plastique,frais",meals,c,5,7.1,11.0,6.2,1,0,46.97,-0.22,1
Saumon à l'Oseille & riz Basmati,"frais,film plastique à jeter,etui carton à recycler",fresh-foods,a,-1,4.0,12.0,8.2,3,0,46.97,-0.22,1
Cabillaud sauce citron & riz aux petits légumes,"barquette,frais,plastique,carton",meals,b,2,3.8,9.7,7.1,3,0,46.97,-0.22,1
Nouilles à la vietnamienne au porc & aux crevettes,"barquette,plastique,frais",plant-based-foods-and-beverages,b,2,2.6,16.0,6.9,0,0,46.68,1.65,0
Nonnettes de Dijon à la confiture de mirabelle,"sachet,plastique",sugary-snacks,d,15,1.5,79.2,4.0,1,0,47.63,-2.67,1
Nouilles chinoises au poulet,"barquette,plastique,frais",plant-based-foods-and-beverages,a,-1,3.2,16.0,8.1,0,0,46.68,1.65,0
Hachis Parmentier,"frais,barquette et film plastique à jeter,etui carton à recycler,sous atmosphère protectrice",fresh-foods,b,2,9.4,8.2,8.3,3,0,48.1,-4.0,1
Escalopes de Volaille aux Champignons & Riz,"carton,plastique,frais",meals,b,0,3.5,9.6,9.0,2,0,48.1,-4.0,1
Tagliatelles Carbonara ,"frais,barquette et film plastique à jeter,etui carton à recycler,sous atmosphère protectrice",plant-based-foods-and-beverages,c,3,7.9,16.5,7.2,0,0,48.1,-4.0,0
Saucisse de Toulouse grillée & purée à la crème fraîche,"frais,barquette et film plastique à jeter,etui carton à recycler",fresh-foods,d,12,14.9,8.1,5.3,1,0,48.1,-4.0,1
Tomates farcies & riz à la tomate Express,"barquette,plastique,carton",meals,c,3,5.6,10.6,4.3,0,0,48.1,-4.0,0
Sel fin de Guérande,"sachet,plastique",groceries,c,10,0.0,0.0,0.0,0,0,47.63,-2.67,0
Ardennes Pâté,plastic,pates,e,19,24.0,4.5,9.0,7,0,47.63,-2.67,1
Yogurt with Cola Bubbles,"plastic,cup,ps",dairies,c,3,2.6,13.6,2.5,1,0,47.63,-2.67,1
American Pizza Supreme,"karton,kunststoff",frozen-foods,c,4,6.5,27.5,9.9,5,0,47.63,-2.67,1
American Style Loaded Cheese Deep-Pan Pizza,"04 pe-ld,21 pap,green dot",frozen-foods,d,11,8.5,26.7,11.6,0,0,47.63,-2.67,0
